candidate_id	seqname	strand	arms	intron_count	strict_supported_introns	strict_intron_fraction	all_introns_strict	stringtie_exact_intron_chain	stringtie_exact_intron_chain_any_strand	stringtie_exact_full_chain	stringtie_exact_full_chain_any_strand
cand_0000377	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	+	D,R_TE	6	0	0.000000	0	0	0	0	0
cand_0000378	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE	7	7	1.000000	1	0	0	0	0
cand_0000379	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	+	D,R_TE,U_soft	21	19	0.904762	0	0	0	0	0
cand_0000380	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D	3	2	0.666667	0	0	0	0	0
cand_0000381	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D	10	4	0.400000	0	0	0	0	0
cand_0000382	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE,U_soft	3	3	1.000000	1	1	1	0	0
cand_0000383	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE	5	4	0.800000	0	0	0	0	0
cand_0000384	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE,U_soft	5	0	0.000000	0	0	0	0	0
cand_0000385	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	+	D,R_TE,U_soft	3	3	1.000000	1	1	1	0	0
cand_0000386	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	U_soft	14	1	0.071429	0	0	0	0	0
cand_0000387	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	+	U_soft	7	0	0.000000	0	0	0	0	0
cand_0000388	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	U_soft	0	0		0	0	0	0	0
cand_0000389	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	U_soft	2	0	0.000000	0	0	0	0	0
cand_0000390	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	+	U_soft	5	0	0.000000	0	0	0	0	0
cand_0000391	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	U_soft	8	8	1.000000	1	1	1	0	0
cand_0000392	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	U_soft	12	10	0.833333	0	0	0	0	0
cand_0000393	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	U_soft	5	5	1.000000	1	0	0	0	0
cand_0000394	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	R_TE	10	10	1.000000	1	1	1	0	0
cand_0000395	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	+	R_TE	7	0	0.000000	0	0	0	0	0
cand_0000396	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	R_TE	4	4	1.000000	1	0	0	0	0
cand_0000397	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	R_TE	11	5	0.454545	0	0	0	0	0
cand_0000398	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	2	0	0.000000	0	0	0	0	0
cand_0000399	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	10	0	0.000000	0	0	0	0	0
cand_0000400	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	13	13	1.000000	1	1	1	0	0
cand_0000401	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	16	7	0.437500	0	0	0	0	0
cand_0000402	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	9	9	1.000000	1	1	1	0	0
cand_0000403	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	6	6	1.000000	1	0	0	0	0
cand_0000404	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	5	5	1.000000	1	1	1	0	0
cand_0000405	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	2	0	0.000000	0	0	0	0	0
cand_0000406	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	16	0	0.000000	0	0	0	0	0
cand_0000407	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D	26	0	0.000000	0	0	0	0	0
cand_0000408	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	1	0	0.000000	0	1	1	0	0
cand_0000409	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	10	10	1.000000	1	0	0	0	0
cand_0000410	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	7	7	1.000000	1	1	1	0	0
cand_0000411	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	18	18	1.000000	1	1	1	0	0
cand_0000412	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	3	3	1.000000	1	1	1	0	0
cand_0000413	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	5	5	1.000000	1	1	1	0	0
cand_0000414	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	8	0	0.000000	0	0	0	0	0
cand_0000415	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	3	0	0.000000	0	0	0	0	0
cand_0000416	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000417	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	3	2	0.666667	0	0	0	0	0
cand_0000418	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	2	0	0.000000	0	0	0	0	0
cand_0000419	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	15	15	1.000000	1	1	1	0	0
cand_0000420	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	6	6	1.000000	1	0	0	0	0
cand_0000421	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	3	3	1.000000	1	1	1	0	0
cand_0000422	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	4	4	1.000000	1	1	1	0	0
cand_0000423	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	15	15	1.000000	1	0	0	0	0
cand_0000424	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	6	6	1.000000	1	1	1	0	0
cand_0000425	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE	20	19	0.950000	0	0	0	0	0
cand_0000426	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D	9	0	0.000000	0	0	0	0	0
cand_0000427	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	16	14	0.875000	0	0	0	0	0
cand_0000428	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE	12	12	1.000000	1	1	1	0	0
cand_0000429	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE	2	0	0.000000	0	0	0	0	0
cand_0000430	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	10	10	1.000000	1	0	0	0	0
cand_0000431	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	D,R_TE,U_soft	3	3	1.000000	1	0	0	0	0
cand_0000432	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	21	21	1.000000	1	1	1	0	0
cand_0000433	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,U_soft	19	0	0.000000	0	0	0	0	0
cand_0000434	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE	14	0	0.000000	0	0	0	0	0
cand_0000435	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	19	0	0.000000	0	0	0	0	0
cand_0000436	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	9	0	0.000000	0	0	0	0	0
cand_0000437	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	7	0	0.000000	0	0	0	0	0
cand_0000438	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000439	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	U_soft	0	0		0	0	0	0	0
cand_0000440	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	-	U_soft	22	19	0.863636	0	0	0	0	0
cand_0000441	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	U_soft	9	0	0.000000	0	0	0	0	0
cand_0000442	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	U_soft	12	12	1.000000	1	0	0	0	0
cand_0000443	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	U_soft	2	0	0.000000	0	0	0	0	0
cand_0000444	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	U_soft	14	0	0.000000	0	0	0	0	0
cand_0000445	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	R_TE	8	0	0.000000	0	0	0	0	0
cand_0000446	NC_041732.1|base_mask_core=0|core=34264343-39264343|halo=34164343-39364343	+	R_TE	19	0	0.000000	0	0	0	0	0
cand_0000447	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	15	15	1.000000	1	1	1	0	0
cand_0000448	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE,U_soft	3	3	1.000000	1	1	1	0	0
cand_0000449	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE,U_soft	3	3	1.000000	1	1	1	0	0
cand_0000450	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	3	3	1.000000	1	1	1	0	0
cand_0000451	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE,U_soft	9	9	1.000000	1	0	0	0	0
cand_0000452	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE	5	1	0.200000	0	0	0	0	0
cand_0000453	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	11	11	1.000000	1	1	1	0	0
cand_0000454	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	21	20	0.952381	0	0	0	0	0
cand_0000455	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	9	0	0.000000	0	0	0	0	0
cand_0000456	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE	2	0	0.000000	0	0	0	0	0
cand_0000457	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE,U_soft	12	0	0.000000	0	0	0	0	0
cand_0000458	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	3	0	0.000000	0	0	0	0	0
cand_0000459	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	8	8	1.000000	1	1	1	0	0
cand_0000460	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	4	4	1.000000	1	0	0	0	0
cand_0000461	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE,U_soft	2	0	0.000000	0	0	0	0	0
cand_0000462	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	4	4	1.000000	1	1	1	0	0
cand_0000463	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE,U_soft	16	0	0.000000	0	0	0	0	0
cand_0000464	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	3	3	1.000000	1	1	1	0	0
cand_0000465	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	40	0	0.000000	0	0	0	0	0
cand_0000466	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE	13	12	0.923077	0	0	0	0	0
cand_0000467	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	28	28	1.000000	1	0	0	0	0
cand_0000468	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE	1	1	1.000000	1	0	0	0	0
cand_0000469	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE	1	0	0.000000	0	0	0	0	0
cand_0000470	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE	0	0		0	0	0	0	0
cand_0000471	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	3	3	1.000000	1	1	1	0	0
cand_0000472	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE,U_soft	5	5	1.000000	1	0	0	0	0
cand_0000473	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	20	19	0.950000	0	0	0	0	0
cand_0000474	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	6	6	1.000000	1	1	1	0	0
cand_0000475	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE,U_soft	1	1	1.000000	1	0	0	0	0
cand_0000476	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE,U_soft	11	0	0.000000	0	0	0	0	0
cand_0000477	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE	11	0	0.000000	0	0	0	0	0
cand_0000478	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D,R_TE,U_soft	8	8	1.000000	1	0	0	0	0
cand_0000479	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D	11	0	0.000000	0	0	0	0	0
cand_0000480	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D	10	8	0.800000	0	0	0	0	0
cand_0000481	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE	4	4	1.000000	1	1	1	0	0
cand_0000482	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	D	38	32	0.842105	0	0	0	0	0
cand_0000483	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D,R_TE,U_soft	13	8	0.615385	0	0	0	0	0
cand_0000484	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	D	16	13	0.812500	0	0	0	0	0
cand_0000485	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	U_soft	6	1	0.166667	0	0	0	0	0
cand_0000486	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	U_soft	16	12	0.750000	0	0	0	0	0
cand_0000487	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	U_soft	2	0	0.000000	0	0	0	0	0
cand_0000488	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	U_soft	13	0	0.000000	0	0	0	0	0
cand_0000489	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	U_soft	13	0	0.000000	0	0	0	0	0
cand_0000490	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	R_TE,U_soft	10	9	0.900000	0	0	0	0	0
cand_0000491	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	U_soft	4	4	1.000000	1	1	1	0	0
cand_0000492	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	U_soft	37	32	0.864865	0	0	0	0	0
cand_0000493	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	U_soft	16	13	0.812500	0	0	0	0	0
cand_0000494	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	U_soft	0	0		0	0	0	0	0
cand_0000495	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	R_TE	13	0	0.000000	0	0	0	0	0
cand_0000496	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	+	R_TE	36	31	0.861111	0	0	0	0	0
cand_0000497	NC_041732.1|base_mask_core=1|core=71028686-76028686|halo=70928686-76128686	-	R_TE	16	13	0.812500	0	0	0	0	0
cand_0000498	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	D,R_TE,U_soft	11	0	0.000000	0	0	0	0	0
cand_0000499	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	D,R_TE	9	0	0.000000	0	0	0	0	0
cand_0000500	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	D,R_TE	53	1	0.018868	0	0	0	0	0
cand_0000501	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	D,R_TE,U_soft	5	5	1.000000	1	1	1	0	0
cand_0000502	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	D,R_TE	14	7	0.500000	0	0	0	0	0
cand_0000503	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	D,R_TE,U_soft	10	10	1.000000	1	1	1	0	0
cand_0000504	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	D,R_TE,U_soft	5	0	0.000000	0	0	0	0	0
cand_0000505	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	D,R_TE	0	0		0	0	0	0	0
cand_0000506	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	D,R_TE,U_soft	8	8	1.000000	1	1	1	0	0
cand_0000507	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	D,R_TE,U_soft	37	0	0.000000	0	0	0	0	0
cand_0000508	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	D,R_TE	0	0		0	0	0	0	0
cand_0000509	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	D,R_TE	0	0		0	0	0	0	0
cand_0000510	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	D,R_TE	1	0	0.000000	0	0	0	0	0
cand_0000511	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	D	28	1	0.035714	0	0	0	0	0
cand_0000512	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	D,R_TE	5	0	0.000000	0	0	0	0	0
cand_0000513	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	D,R_TE,U_soft	4	4	1.000000	1	1	1	0	0
cand_0000514	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	D,R_TE,U_soft	45	45	1.000000	1	1	1	0	0
cand_0000515	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	D,R_TE,U_soft	15	15	1.000000	1	1	1	0	0
cand_0000516	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	D	52	0	0.000000	0	0	0	0	0
cand_0000517	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	D,R_TE	10	8	0.800000	0	0	0	0	0
cand_0000518	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	D,R_TE,U_soft	2	0	0.000000	0	0	0	0	0
cand_0000519	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	D	1	0	0.000000	0	0	0	0	0
cand_0000520	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	D	4	0	0.000000	0	0	0	0	0
cand_0000521	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	U_soft	9	0	0.000000	0	0	0	0	0
cand_0000522	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	U_soft	55	1	0.018182	0	0	0	0	0
cand_0000523	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	U_soft	15	7	0.466667	0	0	0	0	0
cand_0000524	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	U_soft	1	0	0.000000	0	0	0	0	0
cand_0000525	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	U_soft	4	0	0.000000	0	0	0	0	0
cand_0000526	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	U_soft	0	0		0	0	0	0	0
cand_0000527	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	U_soft	52	0	0.000000	0	0	0	0	0
cand_0000528	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	U_soft	9	8	0.888889	0	0	0	0	0
cand_0000529	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	U_soft	7	0	0.000000	0	0	0	0	0
cand_0000530	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	R_TE	28	1	0.035714	0	0	0	0	0
cand_0000531	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	+	R_TE	52	0	0.000000	0	0	0	0	0
cand_0000532	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	R_TE	2	0	0.000000	0	0	0	0	0
cand_0000533	NC_041734.1|base_mask_core=0|core=25279347-30279347|halo=25179347-30379347	-	R_TE	0	0		0	0	0	0	0
cand_0000534	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	-	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000535	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D	5	4	0.800000	0	0	0	0	0
cand_0000536	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	-	D,U_soft	45	0	0.000000	0	0	0	0	0
cand_0000537	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE	51	0	0.000000	0	0	0	0	0
cand_0000538	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE,U_soft	7	7	1.000000	1	0	0	0	0
cand_0000539	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	-	D,R_TE,U_soft	3	0	0.000000	0	0	0	0	0
cand_0000540	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE,U_soft	12	12	1.000000	1	1	1	0	0
cand_0000541	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000542	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000543	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000544	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	-	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000545	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	-	D,U_soft	0	0		0	0	0	0	0
cand_0000546	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	-	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000547	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	-	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000548	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE	0	0		0	0	0	0	0
cand_0000549	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE,U_soft	7	7	1.000000	1	1	1	0	0
cand_0000550	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	-	D,R_TE,U_soft	1	0	0.000000	0	0	0	0	0
cand_0000551	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	-	D,R_TE,U_soft	28	1	0.035714	0	0	0	0	0
cand_0000552	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	-	D,R_TE,U_soft	9	0	0.000000	0	0	0	0	0
cand_0000553	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE,U_soft	4	4	1.000000	1	1	1	0	0
cand_0000554	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE,U_soft	18	16	0.888889	0	0	0	0	0
cand_0000555	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE,U_soft	3	3	1.000000	1	0	0	0	0
cand_0000556	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE,U_soft	13	0	0.000000	0	0	0	0	0
cand_0000557	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE,U_soft	17	17	1.000000	1	0	0	0	0
cand_0000558	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE,U_soft	6	5	0.833333	0	0	0	0	0
cand_0000559	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE,U_soft	19	19	1.000000	1	1	1	0	0
cand_0000560	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	+	D,R_TE,U_soft	5	0	0.000000	0	0	0	0	0
cand_0000561	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	-	D,R_TE,U_soft	2	2	1.000000	1	1	1	0	0
cand_0000562	NC_041734.1|base_mask_core=1|core=53058695-58058695|halo=52958695-58158695	-	D,R_TE,U_soft	14	13	0.928571	0	0	0	0	0
