source	model	species	te_f1	anchor_type	species_group	panel	n_chrom	sd_te_f1	stage	label_jaccard	ucsc_bp_covered_by_self	self_bp_covered_by_ucsc	self_merged_bp	ucsc_merged_bp	target_gc	distance_mya_proxy	log_distance_mya	same_group_anchor	genome_size_bp	contig_count	max_contig_bp	assembly_n50_bp	assembly_l50	n_fraction	sampled_gc	kmer_sampled_bases	log_genome_size_bp	log_contig_count	log_assembly_n50_bp	log_max_contig_bp	kmer_js_to_anchor_proto	kmer_cosine_to_anchor_proto
anchor_anchor	cross_supervised_4096	x_laevis	0.3945827783795458	cross	vertebrate				cross_supervised_to_insect_stress	0.000194	0.000194	0.813401	56801	238590187		370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214227	5.033556436308993	8.13535803149204	8.34203256448767	0.11419026961071617	0.018439744680508352
calib_anchor	plant_supervised_4096	x_laevis	0.2855543757586765	plant	vertebrate				plant_supervised_to_cross_eval	0.000194	0.000194	0.813401	56801	238590187		370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214227	5.033556436308993	8.13535803149204	8.34203256448767	0.14456457087607819	0.038708115801314946
calib_anchor	plant_supervised_4096	x_laevis	0.2855543757586765	plant	vertebrate				plant_supervised_to_stress_eval	0.000194	0.000194	0.813401	56801	238590187		370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214227	5.033556436308993	8.13535803149204	8.34203256448767	0.14456457087607819	0.038708115801314946
calib_anchor	insect_no_beetle_4096	x_laevis	0.2829600934257301	insect	vertebrate				insect_no_beetle_to_cross_eval	0.000194	0.000194	0.813401	56801	238590187		370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214227	5.033556436308993	8.13535803149204	8.34203256448767	0.1983752948465877	0.05927049870460921
calib_anchor	insect_no_beetle_4096	x_laevis	0.2829600934257301	insect	vertebrate				insect_no_beetle_to_stress_eval	0.000194	0.000194	0.813401	56801	238590187		370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214227	5.033556436308993	8.13535803149204	8.34203256448767	0.1983752948465877	0.05927049870460921
anchor_anchor	insect_no_beetle_4096	x_laevis	0.2829600934257301	insect	vertebrate				insect_no_beetle_to_insect_stress	0.000194	0.000194	0.813401	56801	238590187		370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214227	5.033556436308993	8.13535803149204	8.34203256448767	0.1983752948465877	0.05927049870460921
anchor_anchor	insect_primary_4096	x_laevis	0.2268599691025123	insect	vertebrate				insect_primary_to_insect_stress	0.000194	0.000194	0.813401	56801	238590187		370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214227	5.033556436308993	8.13535803149204	8.34203256448767	0.1983752948465877	0.05927049870460921
supp_h0_transfer	ntv2_500m_H0_w4096	zebrafish	0.8151318178516959	human_h0_ntv2_500m	vertebrate				transfer_BC_w4096	0.837603	0.982602	0.850212	891480468	771367366	0.4137124131384462	430.0	2.633468455579586	0	1679203469	1923	78093715	52186027	14	0.0	0.359955	1000000	9.225103322767056	3.28397928423848	7.717554234627916	7.892616083164715	0.32729940798470486	0.26723521281157925
final_errorbar	ntv2_250m_w4096	zebrafish	0.753453009276328	human_h0_ntv2_250m	vertebrate	animal_fine	3.0	0.0131433323203878		0.837603	0.982602	0.850212	891480468	771367366	0.4137124131384462	430.0	2.633468455579586	0	1679203469	1923	78093715	52186027	14	0.0	0.359955	1000000	9.225103322767056	3.28397928423848	7.717554234627916	7.892616083164715	0.32729940798470486	0.26723521281157925
final_errorbar	ntv3_100m_pre_w2048	zebrafish	0.5214699959942013	human_h0_ntv3_100m	vertebrate	animal_fine	3.0	0.0175674395284055		0.837603	0.982602	0.850212	891480468	771367366	0.4137124131384462	430.0	2.633468455579586	0	1679203469	1923	78093715	52186027	14	0.0	0.359955	1000000	9.225103322767056	3.28397928423848	7.717554234627916	7.892616083164715	0.32729940798470486	0.26723521281157925
